authors_name,context
bryant,wickedness oh brother brahmin brother brahmin said tiger please let get little drink thirsty water brother tiger said brahmin know let would spring eat never brother brahmin said tiger never world would ungrateful thing let little minute get little little drink water brother brahmin brahmin unlocked door let tiger moment sprang brahmin eat brother tiger said brahmin promised would fair eat set free perfectly right said tiger shall eat however brahmin argued hard last tiger agreed wait ask first five meet whether fair eat brahmin abide decision first thing came ask old banyan tree wayside banyan tree kind fruit tree
bryant,right foot said third adds much beauty whole fourth said considered tail greatly improved courtiers much pleased said prince herr grupello think statue much improved changes made herr grupello smiled little glad pleased said fact changed nothing mean said prince surprise heard sound hammering every day hammering hammering reputation courtiers found fault simply jealous said artist rather think reputation pretty well hammered pieces indeed elector laughed heartily courtiers slunk away one another without word prince cherry old king wise kind true powerful good fairy land visited asked name dearest wish heart might grant surely know said good king son prince
bryant,could said rabbit politely sure begin gently pull harder harder till get tied end rope tightly round elephant trunk ran away bushes sat beat big drum whale began pull elephant began pull jiffy rope tightened till stretched hard could remarkably heavy cow said elephant fetch braced forefeet earth gave tremendous pull dear said whale cow must stuck mighty tight drove tail deep water gave marvellous pull pulled harder elephant pulled harder pretty soon whale found sliding toward land reason course elephant something solid brace beside fast pulled rope little took turn round trunk whale found sliding toward land provoked cow
bryant,philistines saw champion dead fled army israel pursued victory men israel battle david taken king tent made captain many men went father house herd sheep became man king service shepherd song david many fierce battles fight king saul enemies israel later fight king soldiers save king saul grew wickedly jealous david fame soldier tried kill twice david chance kill king forbore harm even saul continued trying take life david kept away home enemy king saul died people chose david king one brave wise faithful god king david lived long time made people famous victory happiness many troubles many wars always
bryant,say perfect said first horse head proportion flaw change neck needed said second graceful rear right foot said third adds much beauty whole fourth said considered tail greatly improved courtiers much pleased said prince herr grupello think statue much improved changes made herr grupello smiled little glad pleased said fact changed nothing mean said prince surprise heard sound hammering every day hammering hammering reputation courtiers found fault simply jealous said artist rather think reputation pretty well hammered pieces indeed elector laughed heartily courtiers slunk away one another without word prince cherry old king wise kind true powerful good fairy land
bryant,majesty said great lizard said king majesty knows said great lizard chief protector sword wore sword tortoise came wearing coat mail tortoise sent wear coat mail said king put majesty said tortoise saw trailing pike sent trailing pike said king solomon majesty said saw crayfish shouldered lance immediately crayfish sent shoulder lance said king majesty said crayfish saw otter coming river kill children oh said king solomon case otter killed otter children blamed law land early like lie wait see mother braid hair long yet care love mother hair way fingers go look quick white fro braiding light always right
bryant,psalms everybody loves song david made remembered days came saul camp remembered days nights used spend fields sheep thought god taken care carefully used care little lambs beautiful song wish knew music david made know words tell may learn say lord shepherd shall want maketh lie green pastures leadeth beside still waters restoreth soul leadeth paths righteousness name sake yea though walk valley shadow death fear evil thou art thy rod thy staff comfort thou preparest table presence mine enemies thou anointest head oil cup runneth surely goodness mercy shall follow days life dwell house lord hidden servants legend hermit
bryant,fish found babies crushed flat mean friend said killed children taking care sorry said know chief dancer woodpecker came sounded danced forgot children trod shall go king solomon said otter shall punished soon called king solomon kill otter babies said king yes majesty said mean happen said king majesty knows said chief dancer woodpecker came sounded dance danced trod otter children send woodpecker said king solomon woodpecker came said sounded yes majesty said woodpecker said king majesty knows said woodpecker chief beater sounded gong saw great lizard wearing sword send great lizard said king solomon great lizard came asked wearing
bryant,gruffly enough postman must foolish boy small one doubt soon christmas morning dawned gottlieb woke early others surprise saw strange gentleman mother wondering eyes soon perceived unusual objects hearth piled wood table loaded food dainties never even imagined gottlieb entered room mother threw stranger feet bless generous goodness widow orphan nay give thanks worthy dame said visitor rather grateful little son good lord wrote aid turned gottlieb smile see although wrote christ child prayer aid came burgomaster gifts asked come hand gottlieb answered humbly nay sir christ child sent put thought heart fir tree became christmas tree stand round christmas
bryant,dressed pinched gingerbread shoes shape put pan put pan oven shut door thought shall little boy time gingerbread boy done opened oven door pulled pan jumped little gingerbread boy floor away ran door street little old woman little old man ran fast could laughed shouted run run fast ca catch gingerbread man could catch little gingerbread boy ran came cow roadside stop little gingerbread boy said cow want eat little gingerbread boy laughed said run away little old woman little old man run away cow chased looked shoulder cried run run fast ca catch gingerbread man cow could catch little
bryant,wish sons tried get tell part orchard gold hidden would tell nothing farmer dead sons went work find pot gold since know agreed begin line one end orchard dig one find money dug turned soil one end orchard round pot gold found seemed one must stolen farmer wandering wits three sons bitterly disappointed work nothing next olive season olive trees orchard bore fruit ever given fine cultivating digging brought much fruit fine quality sold gave sons whole pot gold saw much money come orchard suddenly understood wise father meant said gold hidden orchard dig margaret new orleans ever go beautiful
bryant,rank wealth apart rank wealth combine beauty rank wealth whole world feet know secret world worshipping diamond sparkled gleamed vivid violet flashes beetle glad shade eyes poor dewdrop listened silently passed felt wounded last wished never born slowly bright tear fell splashed dust skylark fluttered ground eagerly darted beak diamond alas piped great sob disappointment thought precious dewdrop worthless diamond throat parched want water must die thirst really world never get loss cruelly sneered diamond sudden noble resolve came dewdrop deeply repent foolish wish could lay life life another might saved may help please gently asked lark raised drooping head
bryant,call men going battle dagda would set magic harp sweep hand across strings war song would ring would make every warrior buckle armour brace knees shout forth fight men came back battle weary wounded dagda would take harp strike chords magic music stole upon air every man forgot weariness smart wounds thought honour comrade died beside safety wife children song would swell louder every warrior would remember glory helped win king man would rise great table cup hand shout long live king came time fomorians men war midst great battle dagda hall well guarded usual chieftains fomorians stole great harp
bryant,even europe many monuments women great queens princesses beautiful richly dressed see statue new orleans quite like anything else statue woman named margaret whole name margaret haughery one new orleans remembers think dearest sister full name margaret story tells people made monument margaret tiny baby father mother died adopted two young people poor kind parents lived grew married little baby soon husband died baby died margaret alone world poor strong knew work day morning evening ironed clothes laundry every day worked window saw little motherless children orphan asylum near working playing came great sickness upon city many mothers fathers died
bryant,day went hunting happened got game put bad temper grumbled scolded way home little gold ring began feel tight uncomfortable reached palace pet dog ran meet go away said prince crossly little dog used petted jumped master tried kiss hand prince turned kicked little creature instant felt sharp prick little finger like pin prick nonsense said prince king whole land may kick dog choose evil silver voice spoke ear king land right good evil guilty bad temper cruelty see better prince turned sharply one seen yet recognised voice fairy candide followed advice little presently forgot ring pricked sharply finger drop
bryant,mighty seats hath exalted low degree answered clerk well words latin said king angrily lie power earth heaven put seat sneered beautiful singing leaned back place presently king fell asleep service went slept deeply long awoke church dark still alone king left alone church awake dark furious rage surprise stumbling dim aisles reached great doors beat madly shouting servants old sexton heard one shouting pounding church thought drunken vagabond stolen service came door keys called open open king came hoarse angry voice within crazy man thought sexton frightened opened doors carefully stood back peering darkness past rushed figure man tattered
bryant,giants arriving began throwing court arrived place tailor hiding one struck blow sledge place tailor threw stone fell killed two went home left court remaining without throwing since companion dead workmen came next day working night going home tailor told put big stone top work night went home tailor went hiding evening people gone rest two giants came throwing soon began tailor commenced manoeuvring able throw great stone fell upon skull giant killed one giant left never came court finished work tailor went king told give wife money court finished king said would give wife killed giant said strength killed
bryant,said little jackal said said brahmin raising voice think fair tiger eat set free cage cage said little jackal vacantly yes yes cage said brahmin want opinion think oh said little jackal want opinion may beg speak little loudly make matter quite clear little slow understanding think said brahmin right tiger eat set free cage cage said little jackal cage said brahmin see altogether understand said little jackal free say yes yes yes said brahmin way walking along saw tiger oh dear dear interrupted little jackal never see go like long story really want opinion must make matter clear sort
bryant,country good place little girls happened day talkative tortoise upon time tortoise lived pond two ducks good friends enjoyed company ducks could talk heart content tortoise liked talk always something say liked hear say many years pleasant living pond became low dry season finally dried two ducks saw could longer live decided fly another region water went tortoise bid oh leave behind begged tortoise take must die left fly said ducks take us take take said tortoise ducks felt sorry last thought way take thought way possible said manage keep still long enough take hold one end stout stick take
bryant,call neighbours help told son go ask neighbours come reap corn mother lark laughed frightened said waits neighbours reap corn shall plenty time move tell says next night little larks quite trembling fear moment mother got home cried mother must surely move us farmer came said corn getting ripe wait neighbours must ask relatives help us called son told ask uncles cousins come cut corn shall move worry said mother lark uncles cousins plenty reaping move yet third night mother lark came home baby larks said mother dear farmer came field looked corn quite angry said never corn getting ripe
bryant,climbed mountain thought saw glow light cottage windows far many god hidden servants little gottlieb across north sea country called germany lived little boy named gottlieb father died baby although early morning till late night mother sat plying needle found difficult indeed provide food clothing shelter little boy gottlieb old enough work would often sit small stool mother feet dream wonderful things would dear mother grew man comforted looked upon boy thought working often gave strength tired fingers one night gottlieb saw mother usually troubled every would sigh tear would trickle cheek little boy grown quick read signs distress thought
bryant,among trees great wood scaring squirrels startling little leaves trees poor old moon began bad time got way could go fast bed every time got behind little boy called hurry old moon want beasts see animals asleep nobody looked little jack rollaround except old white owl said little boy like blew harder boat went sailing forest till came end world must go home late said moon go make path said little jack rollaround kind moon made path sky sailed little bed midst sky little bright stars nice little lamps saw naughty little jack rollaround began tease way coming shouted sailed
bryant,would begin come soil would make terribly hard weeding going thing two little girls called gave little garden particular attention thrown turf shovelled clean earth garden much three solid inches bit grass ready raking fertilising lines little footpaths marked father brown feet margery mother laughed well actions looked like kind dance mr brown seen gardeners little boy nicely walked along sides square one foot turned little straight taking tiny steps feet touched time tramped path wide enough person walk wider path marked lines raked margery thought course flowers would put vegetables found father poked little holes finger made shallow trenches
bryant,sat chairs floor great fun one plays acted ladder floor loft ladder tied vine way loft look like wonderful beanstalk one little girls dressed look like jack acted part came place story giant tried follow jack little girl cut beanstalk came giant tumbling loft giant made pillows great fierce head paper funny clothes another story acted made wonderful big pumpkin wheelbarrow trimmed yellow paper cinderella rolled away fairy godmother waved wand one beautiful story used play story never heard must sure read soon read well enough understand words little girls used put shells hats sign pilgrimage old pilgrims used made
bryant,looks could see gentle honest one old middle age presently asked lives told little tell worked hard always fields husbands house many children seen hard times sickness sorrow never despaired good deeds hermit asked done god little said sadly poor give much sure twice every year killed sheep food gave half poorer neighbours good faithful hermit said good deed done nothing said older woman unless unless might called good deed looked younger woman smiled back said hermit still woman hesitated last said timidly much tell father twenty years since came live together house brought families twenty years never cross word
bryant,armies living god stirred anger soon officers told king youth asking many questions said shame upon israel mere philistine defy armies living god immediately saul sent david came saul said king let man heart fail thy servant go fight philistine saul looked david said thou art able go philistine fight thou art youth man war youth david said saul keeping father sheep came lion bear took lamb flock went lion struck delivered lamb mouth arose caught beard struck slew thy servant slew lion bear philistine shall one hath defied armies living god lord delivered paw lion paw bear deliver hand
bryant,fine work elector prince johann wilhelm ordered portrait statue horseback done bronze artist overjoyed commission worked early late statue last work done artist great statue set public square duesseldorf ready opening view elector came appointed day came favourite courtiers castle statue unveiled beautiful beautiful prince exclaimed surprise could look enough presently turned artist shook hands like old friend herr grupello said great artist statue make fame even greater portrait perfect courtiers heard saw friendly jealousy artist beyond bounds one thought could safely something humiliate dared pick flaws portrait statue prince declared perfect last one said air great frankness indeed herr
bryant,steep sides well last drowned drowned little jackals took hold hands danced round well sang lion dead lion dead killed great lion would killed us lion dead lion dead ao ao ao country mouse city mouse little mouse lived country invited little mouse city visit little city mouse sat dinner surprised find country mouse nothing eat except barley grain really said live well see live sorts fine things eat every day must come visit see nice live city little country mouse glad went city visit friend first place city mouse took country mouse see kitchen cupboard house lived lowest shelf
bryant,cried mother father must peep inside story ever heard little shivering bird sparrow window flew crept piccola tiny shoe good poor piccola must cried happy queen starving sparrow fed warmed danced rapture charmed children story tell piccola sweet bird true land france say still live day little fir tree little girl one probably mother read hans christian andersen story little fir tree happened read hear childhood one christmas day grown found loss one story called little children spending holiday mental search buried treasure ensued came upon one two experiences little fir tree forthwith wove supposed something reproduction original latter part
bryant,wrist whispered take safely home cut bonds knife looked show trusted father terrible ways knew hidden others took safe convent gate knocked opened slipped inside left turned said remember could go back old bad life never learned honest way earn bread became clown must clown die son cried hermit tears tears joy god remembered soul sight even mine prayed preached forty years treasure waits heavenly shore mine father mock said clown hermit told story prayer answer poor clown transfigured joy knew sins forgiven hermit went home mountain clown went became hermit spent time praise prayer together lived worked helped poor
bryant,gingerbread boy ran faster ran chuckled run away little old woman little old man cow horse barn full threshers field full mowers run away run run fast ca catch gingerbread man said fox would catch could would think disturbing little gingerbread boy came river could swim across wanted keep running away cow horse people jump tail take across said fox little gingerbread boy jumped fox tail fox began swim river little way bank turned head said heavy tail little gingerbread boy fear shall let get wet jump back little gingerbread boy jumped back little farther fox said afraid water cover
bryant,jumped ran cooking table took hold bread board sooner touched bread board little fairies began work measured flour mixed bread kneaded loaves set rise quicker could wink bread done nice could wish little seized broom twinkling making house clean went day elsa flew one thing another ten fairies work right maid saw mistress working began work saw beautifully everything done ashamed anything badly little housework going smoothly elsa could laugh sing crossness house elsa husband grew proud went saying everybody grandmother fine housekeeper mother fine housekeeper neither could hold candle wife one maid see work done would think many servants
bryant,brahmin good gentle kind man lives india treats beasts brothers great deal know brahmins enough story one day brahmin walking along country road came upon tiger shut strong iron cage villagers caught shut wickedness oh brother brahmin brother brahmin said tiger please let get little drink thirsty water brother tiger said brahmin know let would spring eat never brother brahmin said tiger never world would ungrateful thing let little minute get little little drink water brother brahmin brahmin unlocked door let tiger moment sprang brahmin eat brother tiger said brahmin promised would fair eat set free perfectly right said tiger
bryant,wait neighbours must ask relatives help us called son told ask uncles cousins come cut corn shall move worry said mother lark uncles cousins plenty reaping move yet third night mother lark came home baby larks said mother dear farmer came field looked corn quite angry said never corn getting ripe use wait relatives shall cut corn called son said hire reapers begin cut well said mother another story man begins business instead asking somebody else things get done move true story girl four little girls lived big bare house country poor happiest times ever heard rich everything except money
bryant,things margery could almost smell posies excited seen little flowers know names meant know helianthus sunflower mother told never seen dear blue flowers always grow gardens called canterbury bells thought calendula must strange grand flower name mother told gay sturdy everydayish little flower called marigold great deal little city girl surprised seem morning long way think could plant morning asked mother know dear ground made ready first takes little time may several days plant another surprise margery thought could begin sow seed right happened early next morning man came driving cottage two strong white horses wagon plough suppose seen ploughs
bryant,garments dressed royal robes choir chanting latin service beautiful voices swelled louder king noticed one particular verse seemed repeated turned learned clerk side asked words meant knew latin mean hath put mighty seats hath exalted low degree answered clerk well words latin said king angrily lie power earth heaven put seat sneered beautiful singing leaned back place presently king fell asleep service went slept deeply long awoke church dark still alone king left alone church awake dark furious rage surprise stumbling dim aisles reached great doors beat madly shouting servants old sexton heard one shouting pounding church thought drunken vagabond
bryant,father said something else thief belonged wicked band mountain robbers ever tormented land wicked worst alas hermit felt heart breaking looked heavenly father like thief cruel mountain robber could hardly speak tears streamed old eyes gathered strength ask one question beg said ever done single good deed life remember tell thought even one good deed would save utter despair yes one clown said small worth telling life worthless tell one pleaded hermit said man band broke convent garden stole away one nuns sell slave keep ransom dragged us rough long way mountain camp set guard night poor thing prayed us
bryant,around roll around mother would put hand big bed push little bed back forth till tired little boy could never get enough called little jack rollaround one night made mother roll till fell asleep even kept crying roll around roll around mother pushed sleep slumber became sound stopped little jack rollaround kept crying roll around roll around moon peeped window saw funny sight little jack rollaround lying put one little fat leg mast fastened corner wee shirt sail blowing might saying roll around roll around slowly slowly little boat began move sailed along floor wall across ceiling cried little jack
bryant,moon went along made light came forest roll roll cried little boy went trundling among trees great wood scaring squirrels startling little leaves trees poor old moon began bad time got way could go fast bed every time got behind little boy called hurry old moon want beasts see animals asleep nobody looked little jack rollaround except old white owl said little boy like blew harder boat went sailing forest till came end world must go home late said moon go make path said little jack rollaround kind moon made path sky sailed little bed midst sky little bright stars
bryant,right come home wonder anything wrong little house old alligator thought must certainly pretend little house little jackal would never come put pleasant voice could saying much said hullo little jackal oh little jackal heard frightened enough old alligator said make end time certainly make end shall thought fast spoke pleasantly thank little house said good hear pretty voice dear little house minute first must gather firewood dinner went gathered firewood firewood firewood piled solid door round house set fire smoked burned till smoked old alligator smoked herring larks cornfield family little larks lived mother nest cornfield corn ripe mother
bryant,came appointed day came favourite courtiers castle statue unveiled beautiful beautiful prince exclaimed surprise could look enough presently turned artist shook hands like old friend herr grupello said great artist statue make fame even greater portrait perfect courtiers heard saw friendly jealousy artist beyond bounds one thought could safely something humiliate dared pick flaws portrait statue prince declared perfect last one said air great frankness indeed herr grupello portrait royal highness perfect permit say statue horse quite successful head large proportion said another horse really successful turn neck awkward would change right herr grupello said third would improvement still another
bryant,alligator lives mud jaws oh dear thought little jackal big alligator paw mouth another minute pull gobble shall shall thought suddenly deceive put cheerful voice nothing matter said ho ho clever mr alligator smart mr alligator take old bulrush root paw hope find tender old alligator hidden away beneath mud bulrush leaves could see anything thought pshaw made mistake opened mouth let little jackal go little jackal ran away fast could ran called thank mr alligator kind mr alligator kind let go old alligator lashed tail snapped jaws late little jackal reach little jackal kept away river danger week got
bryant,early morning left sheep keeper took corn loaves cheeses father commanded went camp israelites camp stood mountain one side philistines stood mountain side valley david came place israelites host going forth fight shouting battle left gifts hands keeper baggage ran army amongst soldiers find brothers found saluted began talk asking questions father commanded arose great shouting tumult among israelites men came running back front line battle everything became confusion david looked see trouble saw strange sight slope opposite mountain came striding philistine warrior calling something taunting voice gigantic man largest david ever seen covered armour shone sun helmet brass upon
bryant,king would make place hide said fox rest foxes always beating allow eat anything said tailor took axe saw made thing like crate told fox get could see whether would fit fox went tailor shut fox satisfied last nice place within asked tailor let tailor answered would wait come back said tailor went forward next day walked far met lion lion greeted god save said lion god save said tailor going said lion going dublin make court king able make said tailor make plough said lion lions could ploughing harrowing bit eat harvest said tailor brought axe saw made plough
bryant,sweet ripe nod nod full content work done window watches thinks little kind see love know safe nodding alone next summer hold ripe berries gather wee boy smiled said liked little story mother took arms went supper left nodding wind nodding yet fairies airy mountain rushy glen dare go fear little men wee folk good folk trooping together green jacket red cap white owl feather along rocky shore make home live crispy pancakes yellow reeds black frogs night awake high hilltop old king sits old gray nigh lost wits bridge white mist columbkill crosses stately journeys slieveleague rosses going music
bryant,trap little country mouse stopped said trap thing trap said little city mouse minute touch cheese teeth something comes head hard dead little country mouse looked trap looked cheese looked little city mouse excuse said think go home rather barley grain eat eat peace comfort brown sugar dried prunes cheese frightened death time little country mouse went back home stayed rest life little jack rollaround upon time wee little boy slept tiny near mother great bed castors could rolled nothing world little boy liked much rolled mother came bed would cry roll around roll around mother would put hand big
bryant,look little crack day row radishes grew till week stood high finger green sturdy third day margery stooping radishes saw something small green peeping ground lettuce planted could weeds looking closely saw wee leaves faintly marked regular row make crack like radishes seemed small far apart push earth like margery leaned looked eyes baby plants tiny leaves grew two stem almost round looked seemed margery looked exactly radish looked first came suppose margery said lettuce radish look alike growing look alike table day day lettuce grew soon little round leaves easier examine certainly much like radish leaves one morning searching
bryant,could see grow one spring margery nine father obtained new situation removed little house nice big piece ground short distance outside town new position margery delighted first thing said father told oh may garden garden margery mother almost eager garden margery father said expected live vegetables rest life soon agreed garden first thing attended behind cottage apple trees plum tree two three pear trees came stretch rough grass stone wall gate leading fields grass plot garden big piece used wheat peas beans little piece end given margery shall asked mother flowers said margery shining eyes blue white yellow pink every
bryant,head came along home hot day pretty soon butter began melt melted melted melted ran epaminondas forehead ran face ears neck got home butter epaminondas mammy looked said law sake epaminondas got hat butter mammy said epaminondas auntie gave butter said mammy epaminondas ai got sense born know way carry butter way carry butter wrap leaves take brook cool water cool water cool water take hands careful bring along home yes mammy said epaminondas another day epaminondas went see auntie time gave little new take home epaminondas put leaves took brook cooled water cooled water cooled water took hands came
bryant,head profound bow gaze happened alight upon dewdrop relative presume sire remarked affably waving one feelers direction dewdrop diamond burst rude contemptuous laugh quite absurd declare exclaimed loftily expect low grovelling beetle away sir pass presence distasteful placing upon level family mean insignificant utterly valueless diamond fairly choked breath beauty exactly like sire beetle ventured interpose though timid air beau ty flashed diamond fine disdain impudent fellow merely apes imitates however small consolation remember sincerest flattery even possess mere beauty without ridiculous worthless boat without carriage well never beauty without rank wealth apart rank wealth combine beauty rank wealth whole
bryant,possible keep safe longer thinking time carried plan first took basket made bulrushes daubed pitch laid baby carried edge river laid flags river brink show unless one quite near kissed little son left sister stood far seeming watch really watching carefully see would happen baby soon sound talk laughter train beautiful women came water edge king daughter come bathe river maidens maidens walked along river side king daughter came near water saw strange little basket lying flags sent maid bring opened saw child poor baby crying saw helpless beautiful crying mother king daughter pitied loved knew cruel order father said
bryant,good deal last went brahmin time saw eagle high overhead brahmin called imploringly oh brother eagle brother eagle tell us seems fair tiger eat saved frightful cage eagle soared slowly overhead moment came lower spoke thin clear voice live high air said man harm yet often find eyrie men stone young rob nest shoot arrows men cruel breed let tiger eat brahmin tiger sprang upon brahmin eat time brahmin hard work persuade wait last persuade however walked together little saw old alligator lying half buried mud slime river edge brother alligator oh brother alligator said brahmin seem right fair tiger
bryant,man luck often comes one looking instant leaped horse headed castle fortune little horse started fine pace minutes overtook traveller plodding along foot like shank pony laughed lazy man passed friend industrious man nodded kept steady stride eyes straight ahead horse kept good pace noon towers castle stood sky much nearer beautiful exactly noon horse turned aside road shady grove hill stopped wise beast said rider makes waste things better moderation follow example eat rest bit dismounted sat cool moss back tree lunch traveller pouch ate comfortably felt drowsy heat early ride pulled hat eyes settled nap go better little
bryant,strangest part whole story moses grew man became strong wise last saved people king rescued egyptians one child saved king daughter one king would wanted kill known ten fairies upon time dear little girl whose name elsa elsa father mother worked hard became rich loved elsa much like work foolishly let play time elsa grew know anything could make bread could sweep room could sew seam could laugh sing sweet merry everybody loved married one people loved house take care dears came hard times elsa many things done house know never worked made tired even try tired morning every day
bryant,wine flowed broken bowls laughed limbs helpless excess glee dagda touched harp softly music stole forth soft dreams sweet joy magic music sleep heard gently gently fomorian women bowed heads slumber little children crept mothers laps old men nodded young warriors drooped seats closed eyes one another fomorians sank sleep deep slumber dagda took magic harp warriors stole softly away came safety homes tailor three beasts tailor galway started journey go king court dublin gone far met white horse saluted god save said tailor god save said horse going going dublin said tailor build court king get lady wife able
bryant,gone two whole weeks little jackal kept away river one day got feeling inside nothing crabs could satisfy felt must least one crab cautiously went river looked around saw sign old alligator still mean take chances stood quite still began talk little way said see little crabs shore sticking water usually see blowing bubbles water little bubbles go puff go pop show little juicy crabs put paw catch wonder shall see little bubbles old alligator lying low mud weeds heard thought pooh easy enough blow little put paw get blew blew mighty blast bubbles rose perfect whirlpool fizzing swirling little
bryant,something whether white children black jews catholics protestants made difference margaret always said orphans alike think dears splendid wise signed cross instead name margaret never learned read write people new orleans knew margaret dead said mother motherless friend friends wisdom greater schools teach let memory go us made statue used look sitting office door driving little cart stands memory great love great power plain margaret haughery new orleans dagda harp know dears old countries many fine stories things happened long ago nobody knows exactly much true ireland like old even long ago four thousand years people dug mines knew weave
bryant,love know safe nodding alone next summer hold ripe berries gather wee boy smiled said liked little story mother took arms went supper left nodding wind nodding yet fairies airy mountain rushy glen dare go fear little men wee folk good folk trooping together green jacket red cap white owl feather along rocky shore make home live crispy pancakes yellow reeds black frogs night awake high hilltop old king sits old gray nigh lost wits bridge white mist columbkill crosses stately journeys slieveleague rosses going music cold starry nights sup queen gay northern lights stole little bridget seven years long
bryant,hand smite thee take thy head thee give carcasses host philistines day unto fowls air wild beasts earth earth may know god israel assembly shall know lord saveth sword spear battle lord give hands philistine arose came drew nigh meet david david made haste ran toward army meet philistine little way put hand bag took thence stone put sling slung smote philistine forehead stone sank forehead fell face earth david ran stood upon philistine took sword drew sheath slew philistines saw champion dead fled army israel pursued victory men israel battle david taken king tent made captain many men went
bryant,smell posies excited seen little flowers know names meant know helianthus sunflower mother told never seen dear blue flowers always grow gardens called canterbury bells thought calendula must strange grand flower name mother told gay sturdy everydayish little flower called marigold great deal little city girl surprised seem morning long way think could plant morning asked mother know dear ground made ready first takes little time may several days plant another surprise margery thought could begin sow seed right happened early next morning man came driving cottage two strong white horses wagon plough suppose seen ploughs margery never watched great
bryant,second brother tiger promised ask five tiger grumbled good deal last went brahmin time saw eagle high overhead brahmin called imploringly oh brother eagle brother eagle tell us seems fair tiger eat saved frightful cage eagle soared slowly overhead moment came lower spoke thin clear voice live high air said man harm yet often find eyrie men stone young rob nest shoot arrows men cruel breed let tiger eat brahmin tiger sprang upon brahmin eat time brahmin hard work persuade wait last persuade however walked together little saw old alligator lying half buried mud slime river edge brother alligator oh
